id,method,factors,nobs,bias_withC_L_SE2,bias_withC_L_SE6,bias_withC_L_SEa,bias_withC_L_SE8,bias_withC_L_SE12,bias_withC_T_SEi8.b,bias_withC_T_SEi12.b,bias_withC_C_SE1,bias_withC_Errvar_SE2,bias_withC_Errvar_SE6
1648,PML,6,400,-0.31319687310957384,0.6889306458382414,0.13573374964869073,-0.4772225647429178,0.1923025697534976,0.5236277875423287,0.40961281687808965,0.6215062230254129,-0.0395981594953361,0.268669661686774
1649,PML,6,400,1.123477893565076,1.1279171144087412,0.9630753288502707,0.5910547601856726,0.20930094278350797,0.5331211254131885,0.4131440275299797,0.826627953055073,1.6690455898421144,1.3026617300479943
1650,PML,6,400,0.2794810889406363,0.3010971645780909,0.015362326711231,-0.2179396208009575,0.13394377338254784,0.5370818049703283,0.39634809174643876,0.27868485221655276,1.4721731556184143,0.29583162697233434
1651,PML,6,400,0.9823565133808061,0.41594837805948093,-0.02314935506169888,-0.04716637553298722,0.439220990406948,0.5291737381320674,0.41779996527998853,1.0504168235812128,1.3151048688587144,0.14838559385132385
1652,PML,6,400,0.8512770475056962,0.6668281698743416,0.5205417851712808,0.053670270136332854,0.19479635878414808,0.5318464720317286,0.4159055455098287,0.5138707217066725,1.3839791573653843,1.1612612052599642
1653,PML,6,400,1.109294361086436,0.540132878162411,0.1869420046743009,0.007514617853092431,-0.25795127379375227,0.539795180893178,0.4089444559231187,0.6738011032562629,1.3792993375662643,0.47492151256478404
1654,PML,6,400,0.5982660277620462,0.09074388256940097,0.011652054782081145,0.19797953325104284,0.7486109712069879,0.5298796058180275,0.40721667360428954,0.4205313379917829,0.5169123581301039,0.17372501093123396
1655,PML,6,400,0.7011092986458162,0.7229092265266212,-0.05851626577535879,0.5272041629851325,0.019825352819458075,0.5393619193043584,0.4175125834788185,0.4908020723433125,1.3750814677514342,-0.03774765267042582
1656,PML,6,400,-0.0797142817508742,0.05769097423838146,0.035291152437520734,0.06110020813853284,0.08685294771819813,0.5350799774087478,0.4038692519101286,0.22688045738588278,1.3021677318905842,0.8554537240379544
1657,PML,6,400,0.6846481176900558,0.333282326615221,0.17143630565689127,0.46521040546296244,0.19177744423217805,0.5374640798879073,0.4098534872973597,0.794935874913303,1.534131202534944,0.34173068946743435
1658,PML,6,400,0.7686759783086861,0.2652299411877612,-0.28486859163565914,-0.25881439369589765,0.7096462199226778,0.538884507576938,0.4106796377519692,0.5643273530116726,1.0720141003433743,0.7344965512970342
1659,PML,6,400,0.5430377587788061,0.5735416709136215,-0.272242598525399,0.6783435428061424,-0.15199496236846244,0.540063888062138,0.41499582355123965,0.9668420467614125,1.2649480845655239,0.6001534482361341
1660,PML,6,400,0.4905761228087162,0.7845394480898611,0.45996635436147126,0.09735875203858227,0.09882493926113775,0.5298991442904286,0.4146583749134389,0.6087905976592631,0.6153924633795438,0.6755044929175045
1661,PML,6,400,0.6447523547100757,0.13451508594341105,-0.12346994577969936,-0.26188879005139765,-0.37155796045824224,0.5334776914444574,0.4127979459187095,0.5280991243057025,1.3505616506831444,0.21081368097621428
1662,PML,6,400,0.39895178793598607,0.6231942467936611,0.18987768089352083,0.8136923657528925,0.5077844653827678,0.5371858862842582,0.4175670395538386,0.9527386330306226,0.8729704845554638,0.7148762254144437
1663,PML,6,400,0.6108960022272563,0.686627467645981,0.2383969879081807,0.17274621036253227,0.43972197270113755,0.5351144606107985,0.4171752440987997,0.3716599515241926,0.9043632245820041,0.566244223788024
1664,PML,6,400,1.2402281595595062,0.9795566866473211,0.6776535247418308,0.25531216591743244,0.870568538615938,0.5353079431138275,0.41306984146083914,0.5952360561994428,1.7907021077044143,1.113746646171824
1665,PML,6,400,0.5533767420379156,0.17283941384609106,-0.7223553741198694,0.0858171002265623,-0.11825294137215239,0.5374338159390688,0.41295912138299834,0.16646715059160308,1.1934024849780038,0.21966461627731387
1666,PML,6,400,0.5186154863132162,0.31568027594754133,-0.28854829741231935,0.7959684650474628,0.4878698059103681,0.5360984333861576,0.41788808214860834,1.0199872341913525,0.9854364250012342,-0.15960736152105595
1667,PML,6,400,1.0378775281680261,0.7930881977914216,0.02855153315504122,0.6574600645569525,0.8038573715151577,0.5312897687995283,0.38725456758762905,0.9000016366394726,1.5323112592844843,0.9269740642772639
1668,PML,6,400,0.9909431936294857,0.5133658632065816,-0.03259875670337878,0.5940331968692324,0.008578178617758142,0.5286793004227186,0.4203458693910492,0.6857692297357026,1.7304070072901938,0.5549383811334241
1669,PML,6,400,1.0580334766101762,0.0940671559480015,-0.2433279694155993,-0.004714103013027382,-0.114317754282902,0.5376042197700479,0.40138237567487883,0.995650505800813,0.9775898599778343,0.711429472810824
1670,PML,6,400,0.372978919212906,0.4844864112367613,0.43231223696821097,0.5217439022228827,0.15393553121472794,0.5366698339729679,0.39920613984760905,0.38936915652821247,0.9026215549407239,0.6937209176774338
1671,PML,6,400,0.6742356156347162,0.3225026184301816,0.26699778526369095,0.5506533372326726,0.7955626747261281,0.5394696398333676,0.41530605398704956,1.267281377978103,1.375783174362894,0.7134724128278542
1672,PML,6,400,0.44729363399328564,0.23804579669825104,0.7730801492009511,0.11550522990213252,0.3385546859737479,0.536164407700998,0.4148226368591093,0.8923708511648025,0.956575589550674,0.516352348655224
1673,PML,6,400,0.7075770198943461,0.7062395967720715,0.2954780756878009,0.4210637133806122,-0.06429356159108196,0.5295705840123275,0.4152038493270685,0.6539311062596525,0.9457831879918042,0.7903670786587644
1674,PML,6,400,-0.10708775090040382,1.069688779951241,0.4541563535406509,0.02159106705002245,0.26371765159076754,0.5341133307736681,0.41438199488683936,0.9424905361669629,1.617758960771104,0.8653939639064343
1675,PML,6,400,0.5829996223294963,0.43287008998220133,-0.03207088483491924,0.01701669733372227,-0.5650365203433219,0.5364360849841682,0.4172593045071088,0.7420232074791429,0.7426697792072043,0.8602729439269242
1676,PML,6,400,0.567663727574836,0.450219057288731,0.4707992471107709,0.036205553714722255,0.3155868338878577,0.5165368825853376,0.40725982938346894,0.3536234197999727,1.285409438568594,0.2720573949875543
1677,PML,6,400,0.7454342572405557,0.5821308796242715,0.530478486969771,0.12772470476614256,-0.07670660188348194,0.5183145860651078,0.4204210339224093,0.8001529552302427,0.6210749797047243,0.8412006892873941
1678,PML,6,400,0.2969386570789261,0.6714810023962112,0.48874302211963094,-0.05842146383405744,-0.11353095354903198,0.537257348495368,0.41720462751858867,0.48930846456728266,0.9205283070104542,1.0141920565308742
1679,PML,6,400,0.4123972005515661,0.44663555844693115,0.46046658053079115,0.12088912272412225,-0.3932646287299821,0.5330609158902183,0.4141311509376494,0.17994184592413295,1.3851148623510938,0.6476727915655539
1680,PML,6,400,0.41723816965404603,0.5597609035489816,0.45698887604903105,0.2738438007356528,0.7824177668084881,0.5362177533872775,0.4152802366119493,0.5489547295018528,1.146864924492684,0.5509987967699241
1681,PML,6,400,0.1168695254624659,0.4673149615560611,0.6767346762092307,1.1270908995657827,0.10700660587049798,0.537125296326818,0.4179045779997795,0.7036626097149328,1.1933210592702144,1.0839693207580139
1682,PML,6,400,0.7160922478961163,0.3012909702108116,0.15853633862106115,0.10008459492472227,0.5751669641989081,0.5363731285085577,0.41636861573144945,-8.041706314375341e-4,1.1171602528255942,0.41030239458843404
1683,PML,6,400,0.8185105149580957,0.6215598662221711,0.584052828704551,0.3452515151107727,0.3048889363602779,0.5404595451412975,0.4167784029725688,0.6553224806862725,1.109095880972384,0.7019511385650039
1684,PML,6,400,0.8598375591810661,0.22946783424593123,-0.03552019014262872,-0.06008985971564726,0.23830638488516812,0.5232923147699187,0.4055776964023594,1.186029045015763,1.4261916648840238,0.24308961348359429
1685,PML,6,400,0.43995539329763567,0.3423330349777314,0.09066696464457083,-0.3989435722825473,0.4661292743818275,0.5358171571921686,0.41263310304732875,0.7989351561822428,1.0099209084554341,-0.06126795582085606
1686,PML,6,400,0.48605806303210625,-0.18264273618377874,0.09220645628616117,0.07073810932028274,0.2679278379061581,0.5361538655575482,0.3984344211821686,0.8720722475528728,0.965734769776564,0.2087530315207843
1687,PML,6,400,0.18979873956117624,0.16001019655233137,0.22820316653680076,0.46674408339671264,0.14294913106393803,0.5432184569709577,0.4182946368129589,0.9506974651213924,1.046670371125194,0.36875236584775417
1688,PML,6,400,0.3392507819016961,0.3798223821410013,0.3573621637824112,0.6887172538023324,0.5382905443908875,0.5373833912349177,0.410839500581979,0.23927794410970246,1.1524864996551538,0.805867091408534
1689,PML,6,400,0.8201184047671561,0.15478612844149128,0.5247209787188609,1.0096705506339028,0.8140407824694579,0.5394446182930377,0.417926701857059,1.068044050632383,1.255607283438414,0.027811140169964332
1690,PML,6,400,0.5755891948307862,0.6105604349493011,0.26047760376451123,-0.06021435070354755,-0.2369613715668524,0.5309016943206277,0.40951441955620893,0.4699871864928526,1.190484379737744,0.6466588460225541
1691,PML,6,400,1.1943257796158957,-0.07255893845580855,-0.5865757734374893,-0.014756023066427731,0.08732712916707797,0.5410449645104787,0.41823304207257855,0.7330548417168424,1.3016622780590341,0.38059373524162443
1692,PML,6,400,0.48669186919694585,0.20738376570852146,-0.419858601556209,0.29782735938923277,0.0030251420978781585,0.5386898138658586,0.411053460832049,0.9501114861630424,0.7428729136584239,0.46254215994194425
1693,PML,6,400,0.09956819143914566,-0.12786801545173893,0.10184210915871114,0.23574060581791276,0.5350764965946677,0.5365290376778881,0.416540988377459,0.7948401250839531,1.1981133235369243,-0.04554751970087603
1694,PML,6,400,1.1194530005152261,0.7827498446191211,0.25578491860893116,0.34147936006653223,0.48341227591193814,0.5345228484236686,0.41757406724456936,0.24470553463628308,1.437075020960344,-0.43013857919850584
1695,PML,6,400,0.4319779286060761,0.1517841283507411,-0.1947838048150692,-0.15981114147247746,0.9062500004359375,0.5430705372865274,0.4160370511148384,1.2656089373225328,0.6031169621860442,0.07191189654267433
1696,PML,6,400,0.5797417840971063,1.1940237289800315,0.28428606410402096,0.3025450366681226,0.6639241392738977,0.5226042465081987,0.41748781977145877,0.7422323226449528,1.0448356901463944,0.8943601759580742
1697,PML,6,400,0.7213695513803458,0.733355832171241,0.6391476956932408,0.36229354070742226,0.7047920335842575,0.5390558414774274,0.4149319004153093,0.31924773565390263,1.187623097510914,0.41803499251327414
1698,PML,6,400,-0.09065427553964431,0.5853034054421314,0.5330494184927808,0.09757430545871276,0.724019938859028,0.5338643312518987,0.40783238881069855,0.2903147387981628,-0.4534803739813256,0.4294533822439738
1699,PML,6,400,0.7624125665272861,0.5964498939532312,0.5133085572059409,0.09348546349337225,-0.06517971898512206,0.5412433090240587,0.41327997460309934,0.07932730296707283,1.196182688863074,0.35503844832168385
1700,PML,6,400,1.0378708711604263,0.6379959937445813,0.05227624346503118,-0.1615519400802977,-0.27688702626241235,0.5319541726292787,0.4041552083701397,0.1224477571224826,1.5915334138647041,0.4830528821863342
1701,PML,6,400,0.32755368142045604,-0.11729061695212872,0.4757729855693609,0.06277869662182287,-0.3500653225711824,0.5295501042553385,0.4134115656207485,0.6396625531427627,1.118721852921304,0.963356370955254
1702,PML,6,400,0.587598286975536,0.88744742966317125,0.5307284366152208,0.1671451166613623,-0.19741606032838213,0.5380113480215984,0.4155994262456192,0.36995607146760245,0.8250304838422442,0.8023524556351844
1703,PML,6,400,0.6133162567792859,0.30662102761387156,-0.07079358701942914,0.3735822992081729,0.37691610261415753,0.5402101753080881,0.41731254894418895,0.5453114349736526,1.068109836869144,0.434852304762804
1704,PML,6,400,0.7583967259909556,0.614939444251221,0.1383467026383707,0.20624198340532252,0.4993997403590682,0.5263752551341581,0.41645240749876855,0.7998493138381926,1.2946612829719442,0.36093483967846385
1705,PML,6,400,0.4107266914104062,0.35358230806670155,0.18720743556365077,0.31080137317017265,0.3013590942744677,0.5406258178101377,0.41587269551316836,0.9462995360485325,1.408050754039554,0.2780659653084744
1706,PML,6,400,1.0548845917682361,0.5137416825185912,0.36656763810332116,-0.4863419358190277,-0.343470929637512,0.5393483427244078,0.4177992210730286,0.47789267787822287,1.4979193021644939,0.6649443767031742
1707,PML,6,400,0.6563466487798958,0.07665360664960152,0.1513456851764211,0.20690726627859285,0.6240407845406581,0.5365998901382076,0.4200438080096888,1.2000435490367327,1.2555576399906545,-0.018309010772135648
1708,PML,6,400,0.39943887877275586,0.6239113206470512,0.252578422275871,0.8451731930092025,0.442464543747368,0.543803719681718,0.4177016824514393,1.3390163153020627,1.668557232965924,1.0049138676645142
1709,PML,6,400,0.9498679111559861,0.4155686704217912,0.010316396330240646,0.5691402397302727,0.22920695047730782,0.5406683783470784,0.41858516769399945,1.4450703347818525,1.2007863785356843,0.41247374645927426
1710,PML,6,400,0.8430388296497962,0.5402310633065212,0.4329943005597109,0.39538483236446276,-0.21896888206000206,0.5370421948531184,0.41617707596312836,0.46899361428693265,1.1093644265809839,0.5531651216592943
1711,PML,6,400,0.6700978196276957,0.49047603863977135,0.010552998718561107,0.005473196131602215,0.027248289132717624,0.5070117201331978,0.39528202509219873,0.8341084856739025,1.904016956242924,0.31454420300148433
1712,PML,6,400,0.6412579164439263,0.6383938261685512,0.1632534035745807,0.21704591753957253,-0.05810827376899197,0.5353908211846683,0.41497590816268887,0.6700695452765227,1.393991680561224,0.3934329014796144
1713,PML,6,400,0.766394459816766,0.8039169146987712,0.45295492336355075,-0.32260241487146735,-0.8830613978681123,0.533829102998308,0.4102646359622292,0.09340834154822272,1.205810754097044,0.07421990679211399
1714,PML,6,400,0.7062835941824059,0.6038285552345812,0.9505389588828607,0.004691784686582795,-0.07881455964759213,0.5371746639715985,0.40512582386699886,0.44160773185611263,1.702272239432724,0.8624769639783745
1715,PML,6,400,0.655515771683416,0.6985748825448411,3.784611986093478e-5,0.5172090718525326,-0.0673699814315823,0.5389500327105377,0.4161926609968794,0.6608211353773229,1.2936178483569343,0.42582813741681436
1716,PML,6,400,0.6425264726564662,0.4984084674741915,0.6883610051194512,0.5465814011084726,0.13192000640580778,0.5373462999718484,0.4162401207686392,0.5223247791042329,1.482233259048854,0.46466400868867413
1717,PML,6,400,1.4328391132760459,1.134900638025671,0.577000792739861,0.17865691046967253,0.9656693798539882,0.5351966150050582,0.41438354385659876,0.675826126033853,1.300150433121544,0.5278761291225738
1718,PML,6,400,1.2262532673927857,0.5255709049026814,0.384658914560701,0.3990774913776425,-0.18221915191603197,0.5364155813675581,0.4140825392325784,0.6711948630304929,1.6854028804590742,0.5576418823739743
1719,PML,6,400,0.5376550088739961,0.9273163012348512,-0.07086726331894874,0.23505185186003252,0.013332598849887661,0.5393464330624085,0.4122815538029484,0.6572874814228129,0.7049733196880043,0.4711160036785539
1720,PML,6,400,0.30444732270755587,0.0013129736567210615,0.11477052189387063,0.5812494336582624,0.9175017903932479,0.5426346038569174,0.4117080114196897,1.2620980410898228,0.5688821456556837,0.7148094797716942
1721,PML,6,400,0.4916340444736961,0.15087450301262129,0.06264962000170071,-0.07436298733889748,-0.22003943783927213,0.523004271580868,0.4146803085366593,0.5997465385659928,1.0052132284719641,0.26871004976717416
1722,PML,6,400,0.5566711774232257,0.7154754177517813,0.516933291993521,0.43017470596682267,0.029979225591678094,0.5403198416848581,0.4046422637101296,0.6926666777141426,0.9372699070161944,1.1095758923292842
1723,PML,6,400,0.7554356690171362,0.8106479379151112,0.23085782235684124,-0.13774349391055749,-0.11244114867067223,0.5222401963446379,0.41466967461049886,0.3990326862648129,1.151816153784764,0.5544823894465444
1724,PML,6,400,-0.37860419722849437,0.8193275403157909,0.36888459333923107,0.7839546229437124,0.37778193177984765,0.5312774499154987,0.418165663973169,0.42990581639073266,1.2684411426892244,0.2468905312360041
1725,PML,6,400,-0.12590373189991372,0.311078944214651,0.06678981091217118,0.029830536745832636,-0.21099403838696212,0.5019081563449281,0.41415636897694924,0.5717896135218524,1.1991585589205642,0.604770466523924
1726,PML,6,400,0.05942457404366566,0.12869244717556155,0.38401520164598124,-0.20121813748409725,-0.11887476690074228,0.5284061373624984,0.3962973895302188,0.3575057915351329,0.8480638765246539,0.403558330201214
1727,PML,6,400,0.5261656572345661,0.3792535631742214,0.4066075233960208,0.6115621207498124,0.6122720019543781,0.5395050513388178,0.40209398925795947,0.8964207763517029,1.084269645243794,0.2941223086266743
1728,PML,6,400,0.3967931062945157,0.6995781277534912,0.42481012246622096,0.4008048858807525,-0.46283773645623205,0.5234900642719185,0.4116216697658784,0.5027490116676331,0.5040269998760144,0.5383931874865244
1729,PML,6,400,1.0918821535329157,0.4794325729344309,0.14608362534330108,0.6190580843971727,0.5400944672572578,0.5392018266315677,0.39717236721160953,0.7275637962365626,1.2889874252590743,-0.04757105800005587
1730,PML,6,400,0.5366856586774562,0.6897687124487912,0.5809367765880813,0.5084087679813425,0.3999592757215876,0.5379030603770485,0.41508416002261905,0.4192560111268929,1.0003810457051545,0.7193580752852542
1731,PML,6,400,0.829696466951406,1.209593404260411,0.6931586241628811,0.09115931743856262,0.3969953737615779,0.5334007538497985,0.4079862152548394,0.6309606786601828,1.1566834418065643,0.9653263351923445
1732,PML,6,400,-0.3139631894077344,0.65549411315512085,0.06608593433814064,0.8724284410768026,0.579991382710028,0.5368593600131879,0.4136686570379494,0.785860632442633,0.725315470768164,0.4761610526650438
1733,PML,6,400,1.0295023448949663,0.3718077512431812,0.20671610783914093,-0.24248457949479774,0.40571019150835785,0.5372439834480575,0.4126849625689488,0.6452906081088526,1.7674344545442242,0.7930656822028939
1734,PML,6,400,0.8472249330359262,0.49994795026689143,0.06460563456265125,-0.16710283638823736,0.2029933113046875,0.5390786437520376,0.4101429860938796,0.4442739769798525,1.5097823650544642,-0.38908180325695624
1735,PML,6,400,0.8039318891544557,0.7608261479780714,0.5726591903535007,0.22458349843945263,-0.5614122143998319,0.5214823632486487,0.413867413601339,0.28799905258419245,0.8311738929028638,0.24001895068009385
1736,PML,6,400,0.5234604838026458,0.96748671116323115,0.37049462380492126,0.6838275331384026,0.7937096903878976,0.5426580214005174,0.4173553492300086,0.17821361837672273,0.2865970523668139,-0.18020465107181569
1737,PML,6,400,0.6414096203955361,0.8869941822417814,0.005094939803890891,0.03436928693236266,-0.5277181276958719,0.5369987431079276,0.41477004686703844,0.5895370144522725,1.3234979422731843,-0.09691610957834607
1738,PML,6,400,0.8662523440694361,0.509639818961441,0.18151309147840106,0.2867031242289028,-0.3471842205053824,0.5372254210761179,0.41529911157515836,0.06186231600383285,1.6812423342543341,0.9977411307342338
1739,PML,6,400,0.737693011974036,0.5363122760130713,0.46669775698007093,0.7773402097975727,0.8563427401494281,0.5420034912360885,0.416359524867109,0.23881255008227284,1.1788621199573739,0.3954500759694939
1740,PML,6,400,0.4101199909662657,0.4136769459539912,0.359363970997701,0.4869243864144924,0.19634916147862752,0.5364355622013678,0.4139285187728589,0.19547420191897286,1.0138570871761738,0.25576338028123413
1741,PML,6,400,0.7095405155680558,0.5333906113660511,0.32868607592565074,-0.34446101268618756,-0.6475944518063624,0.5280059829764983,0.4132680106697595,1.089925952843663,1.5450144115034439,0.22463958061010383
1742,PML,6,400,0.349279400029346,1.1115221804433113,0.583765529305761,0.2605841919930227,0.5005073957569779,0.5368098170811477,0.39462968457403963,1.1182489404666227,1.4334777419322542,1.0331009367555641
1743,PML,6,400,0.7700263990622159,0.8922871583525109,0.39873743590461075,-0.21478112714019768,-0.23507490775561204,0.5397564562336379,0.4083470400844086,0.7901706116722328,1.5726527364110738,0.6120867569477342
1744,PML,6,400,0.23357569612915616,0.7719312727028714,0.36203774364496066,-0.2579456534193274,0.568940156445738,0.538451812496088,0.4195432399871288,0.9995967034337125,0.760762331036114,0.9856636562832338
1745,PML,6,400,0.14147292395989622,0.31964310747181135,0.01359954568836072,0.33896025353519277,0.011867994592947712,0.5444011481925983,0.41501925315616944,0.8869869306426325,0.44192823409902393,0.49317755176895434
1746,PML,6,400,0.41264335154408627,0.4220871672501909,0.16689774559217121,0.1818857236417122,-0.1349895430244219,0.5327531862819479,0.4169576000481387,0.7867278669358629,0.708327198090844,0.4272996676519141
1747,PML,6,400,0.21498529906859576,0.577835300429981,0.36321505590435066,-0.18670443600751763,0.2994120945780977,0.528451928626178,0.4134076308529397,0.633336845490503,1.0898494936557341,0.5125406911531343
1748,PML,6,400,0.9297789774945963,1.074009593161511,0.5574445317844408,0.11916795654360254,0.6144452909264977,0.5442105088332483,0.4062084041240796,0.8937075492984725,1.5110951551446643,0.7587592040429845
1749,PML,6,400,0.4999937972293762,0.5182679132103116,0.5929983863691313,0.5086949744083524,1.1061579130100376,0.5216069863004075,0.4119220013442587,0.6502831933781525,0.8429761566363041,0.8183316775473043
1750,PML,6,400,0.8853091234163162,0.34591635291899153,0.07045867480572066,0.11295340197237241,0.2271665031626277,0.5370204751037875,0.40918643591219966,0.7511825192976329,1.5116601160299643,1.002762539783484
1751,PML,8,400,0.7393968935314756,0.8676524818599312,0.4256356334013507,0.6654477829110224,0.7658723619816378,0.5367157209269682,0.4136770866506087,0.9436511622360727,1.1571304514246843,1.3056178577710138
1752,PML,8,400,0.8471543930144959,0.550666192744921,0.414869952632551,0.26155363762356276,0.11176279735788802,0.5366418050199981,0.41603431018641945,0.707058842821233,1.4210879613867744,0.586589883343154
1753,PML,8,400,0.26524355806320576,0.1180309291112111,0.10805752677968128,0.18559058519693264,0.6161443306801878,0.526860458397628,0.4153753470833285,0.8440538148034228,0.8764674760964444,-0.01051379086662585
1754,PML,8,400,0.3525478804293658,0.5982172252707709,0.371674877983591,0.6228458299154527,0.379793937989778,0.5382047144497679,0.41611465485039967,0.4473098066965324,1.088430546554374,0.484548763620854
1755,PML,8,400,-0.11463115188641432,0.8109390542554613,0.11624546298431085,0.09004360584685261,0.09564071815092792,0.5349907583265077,0.412252988440949,0.3271724374715526,-0.15297065870062618,0.23781536299055384
1756,PML,8,400,0.32127688587262615,0.18489188986603108,-0.06884761044228874,-0.28879521965814725,0.4291081027285877,0.5310189460066381,0.41472672829611923,0.6182425965184729,0.9270907113235243,-0.10402296015172563
1757,PML,8,400,0.059820831730485885,0.5266030314177516,0.12847494521569108,-0.20665388303970772,-0.037091638317011955,0.5055269183718986,0.4099633466349187,0.2503264986614226,0.2621934054931142,-0.09139003604414567
1758,PML,8,400,0.7005758587228357,-0.14421511210266844,-0.3739125665911988,0.27552367633862235,-0.22583020329512218,0.5390819194857079,0.413503505912019,0.911964544844053,1.3331478463769344,-0.5140999146140662
1759,PML,8,400,0.2444605827737957,0.34199183858376125,0.30174097777393094,-0.6581155722390076,0.05683966539233795,0.527239539821718,0.41450669373385846,0.24120837692897246,0.8677121857273741,0.021467694585983882
1760,PML,8,400,0.7278923261666861,0.2580304192619509,-0.022947545042788925,-0.41208777358518744,-0.4394738488955323,0.5270868450427277,0.41391953791367897,0.848843265064423,1.4932227344287938,0.8464783221317038
1761,PML,8,400,1.0644240106136058,0.42488718751687093,-0.2520191170760591,-0.07612539339954746,0.04243694548040772,0.5375388307996887,0.4130645543261591,0.8738775876355125,1.5806164487412642,0.4915509038473743
1762,PML,8,400,0.44318792314602606,-0.1993062185792191,-0.3575622264518588,0.5328622339900925,0.22644508115646778,0.5367399604263676,0.407933640669679,1.131912313530653,0.4711861241922341,-1.1050610089745858
1763,PML,8,400,0.29618110282044613,0.7170828669217915,-0.20602429688730897,-0.4581691210312072,-0.1041142299439822,0.5359930881928487,0.40520169187475835,0.8277989459579929,1.158657923334124,0.7908483645199638
1764,PML,8,400,0.13677352317365624,0.691980427365061,0.3767569260146507,0.045414304878812345,-0.562017895006512,0.5334914570309074,0.3980119399888696,0.3356502708985229,0.01894812978678398,0.08842822365594388
1765,PML,8,400,0.4885659814550358,0.6224265012535715,0.19874643001778075,0.20438983762938248,0.21960590747830758,0.5239955387815978,0.4128185558497685,0.5157537392381429,0.46721931424013385,-0.024607077734235816
1766,PML,8,400,0.8036659919733458,0.8880191708471916,0.24107802922148092,0.39178447366367275,-0.24325739176022237,0.5357303852894582,0.4152280784589388,0.669024720879613,1.499905690221944,0.6281653972736543
1767,PML,8,400,0.8177188893188858,0.3268817741756712,0.46417323826508095,0.4531702320217726,-0.13519426129607187,0.5369329172907986,0.4159224777348494,0.25943316502701275,1.5536634766996045,0.19892296611237412
1768,PML,8,400,0.19838250208504618,-0.014804253925668892,0.18670039441895103,-0.7023756828494071,0.19946186913236755,0.5308305560513884,0.4124509062126594,0.993671990356003,0.7103993588712041,0.4274516833489943
1769,PML,8,400,1.1349377255798758,0.6438252667691213,0.07704815402896081,-0.26003631075042777,-0.5036220885006125,0.5362070682945586,0.41523815439412914,0.5000580694470229,1.6195961433660644,0.6981024598689843
1770,PML,8,400,0.9043307232891262,0.4707834721353714,-0.12339336126376901,-0.1818375109889775,-0.5927974203686924,0.5244389829268475,0.4156591676690691,0.5057981102317026,1.3565923810407041,0.397344192718594
1771,PML,8,400,-0.2606106276460643,-0.04774520867439902,-0.26287167377250925,0.3486719991827224,-0.244603422155152,0.5303654163849383,0.41414147019869924,0.6751000322583731,0.43890954545185434,-0.2223910694952161
1772,PML,8,400,0.42988139798933594,0.7519576360786512,0.554587080387891,-0.034132017960397665,0.31757921668644773,0.5177003298828475,0.40353476237370844,0.46205711527914295,0.7930053263936538,1.1241810958292444
1773,PML,8,400,0.829969665543296,0.1641378299018413,-0.2648258593660392,0.7309926144392427,0.6772950251503582,0.5355744186904682,0.4062449159055792,1.2411992263262124,0.9577039317630341,-1.092606650443436
1774,PML,8,400,0.5296192657189163,0.43412979788009093,0.060186656930971,-0.27007834086518745,-0.721555968215442,0.5355126960234685,0.41555140936095913,0.35602962267908267,0.7261388244485141,0.18362836371099422
1775,PML,8,400,0.3964840599401658,0.9468890458502611,0.135437511471731,0.5026230477447127,-0.08292090574570227,0.5321015208444981,0.41016825934043905,0.6058761959223925,0.8704832816056038,0.706370540493434
1776,PML,8,400,0.805673710504766,0.5901894324827816,0.19635678644330107,-0.10059042701106718,0.5237018836157576,0.5283917161174184,0.40427800623770854,0.7407975641851929,1.7303931427874744,0.23885464725991387
1777,PML,8,400,0.6139678878656358,0.4469328007831813,-0.8610613226836692,0.37821673974282255,0.2556545939579179,0.5261891170132273,0.3974110499540093,0.6316189562347329,0.6236599182193838,-0.3148148215723859
1778,PML,8,400,0.529782510283676,0.7119708306103416,0.6640556634706911,0.1461781276678127,0.5471486064304378,0.5389138748434885,0.40376904670650915,0.6243887273751226,1.0770706784395443,0.6884120837939843
1779,PML,8,400,0.3667991874793559,0.8746122677195316,0.14567740162999068,-0.039838406647227376,0.6541704769674778,0.5389926407686679,0.41580066428524853,0.3031593926180527,0.6093960342214044,0.7023573907938542
1780,PML,8,400,0.6232336053782962,0.5091593110708913,-0.12592693313431894,-0.12914643325804762,-0.1933438216083619,0.5365091777004977,0.4119338131838693,0.4300571396067529,1.317342906763954,0.9370433169586544
1781,PML,8,400,0.596984451114456,0.8339927556876015,0.40983553181342114,0.5449626114756526,0.3856049349242281,0.5347031901269478,0.4055939763430688,0.35315123240877294,0.9633235046423543,0.38322935214714426
1782,PML,8,400,0.7636168077524861,1.0262852096514812,0.17578469051428083,-0.1302348986501778,-0.17192265833517184,0.536859357265948,0.39750526323346913,0.3534531142087724,0.9871520413385938,0.4936511778730543
1783,PML,8,400,0.6711182480495557,0.5623827312585712,0.41242573767188084,-0.22597026131948722,-0.29906981631255203,0.5295920206000184,0.40603927401805934,0.1286063177683129,1.7893482952021338,0.21947555530664395
1784,PML,8,400,1.025678451069266,0.6820677192783814,0.37664012989991125,0.34454189827921244,-0.5227042053628124,0.5247513194590075,0.4091287757889889,0.6083144057325727,1.0520367563097544,0.5857293593001343
1785,PML,8,400,0.5527812815480857,0.5424607075846716,0.17300945441844073,-0.12308613215288727,0.2670374450557782,0.5305726577317788,0.40805518430875876,0.5740622850049525,0.8889726334507742,0.9914939861690043
