id,method,factors,nobs,ncat,bias_withoutC_L_SE6,bias_withoutC_L_SE7,bias_withoutC_T_SEi6,bias_withoutC_T_SEi7,bias_withoutC_C_SE1
4853,PML,2,200,4,-0.4719445884663845,0.3227124595107205,-2.1497056739152614,-2.149808233537112,-1.6487887453638939
4854,PML,2,200,4,-0.080360513279365,0.1466108998442503,-2.157667461522672,-2.1140410224290918,-1.8498667665335131
4855,PML,2,200,4,-0.13420762714791493,0.8448348701051309,-2.167395176508091,-2.1036786030358816,-0.24095614126014436
4856,PML,2,200,4,-1.004048572808075,-0.23232610811136922,-2.1685950417153306,-2.1410369465559813,-0.8127696302672044
4857,PML,2,200,4,-0.3163326923343049,-0.5914036914956393,-2.1547949841867613,-2.1304581308395716,-0.569129483586013
4858,PML,2,200,4,0.16815561757790518,1.4555513639163506,-2.1379716104601014,-2.098229051305331,-1.2091419417591536
4859,PML,2,200,4,-0.5798668342520747,-0.14826595110208965,-2.148710939070142,-2.1174859130323713,-1.586206561295124
4860,PML,2,200,4,-0.36517327331276467,-0.007668434245309413,-2.144051833687281,-2.1287407082601515,-1.3664954042116442
4861,PML,2,200,4,0.48190412167473523,-0.2704313255235097,-2.147269389542261,-2.1129689942191012,-1.799166656404874
4862,PML,2,200,4,-0.008339534843494756,-0.7601278028038193,-2.1524419837512907,-2.124955939211222,-1.6376031909449542
4863,PML,2,200,4,-0.9594525563325247,-0.5706166944102996,-2.1628923155658617,-2.1125935950214614,-2.5277658791010045
4864,PML,2,200,4,-0.3176095065374147,-0.6375623638798691,-2.136876211380001,-2.1192829245081217,-1.9308116187083737
4865,PML,2,200,4,-0.011513373958255135,0.3218177462321108,-2.178349251096691,-2.1106238287725314,-0.9803726003941832
4866,PML,2,200,4,-0.8922695995394649,0.6651207264968407,-2.163253497304601,-2.122111258736542,-1.1569321569687734
4867,PML,2,200,4,-0.37395345316126455,0.4065855403080708,-2.137437709806911,-2.092702131482041,-2.234425606189594
4868,PML,2,200,4,-0.4493461454405746,-0.09903852552476944,-2.154495230710592,-2.1148707721154723,-1.402823718465894
4869,PML,2,200,4,-0.2488481985880947,0.22443768362255048,-2.2371124881391506,-2.1578517682400418,-2.322371453069964
4870,PML,2,200,4,0.13141382534531537,0.44543982274700067,-2.1413898817094212,-2.0949819117106916,0.24292210291108618
4871,PML,2,200,4,-0.26324757081084493,-0.20925050969107933,-2.141015965306732,-2.113309893990932,-0.7465989633038433
4872,PML,2,200,4,0.546495421085065,-0.3425296549790492,-2.140608672233521,-2.1098514372377712,-1.7113179471239235
4873,PML,2,200,4,1.1919403425321753,-0.17947495340821934,-2.1438165411239414,-2.1119589482075223,-1.1801856111453333
4874,PML,2,200,4,-1.2065545001019444,0.8891159172605203,-2.1547073647626314,-2.1072295000893417,-1.8164392195681236
4875,PML,2,200,4,-1.7220545897560253,-0.24393005371776966,-2.147524885988081,-2.112097785562292,-1.905707817801433
4876,PML,2,200,4,-0.42441686910929466,0.5070092857563608,-2.1516358301743215,-2.106460548853581,-0.6413233047303041
4877,PML,2,200,4,0.16664364567773524,-1.3714633014314297,-2.160489614198892,-2.1304138514858115,-1.5958932024943833
4878,PML,2,200,4,-0.29638287763700466,-0.06163810431350919,-2.1585580909920714,-2.1337495155137107,-1.8957560138990637
4879,PML,2,200,4,-0.5606069814741648,-0.30038575723018923,-2.141635022518572,-2.175831943750632,-0.8941480570724039
4880,PML,2,200,4,0.9772266886237848,0.8161319128856703,-2.141948958975562,-2.109978406556952,-0.5775658552393342
4881,PML,2,200,4,-0.41137299199516464,-0.2049243351552897,-2.160598459618361,-2.1099597656056317,-1.283759608837323
4882,PML,2,200,4,-0.985561159719655,-1.0765070203171092,-2.150034443057511,-2.103235798924652,-1.1684106951001139
4883,PML,2,200,4,0.9334421865712754,1.2871915551199604,-2.1037791310076908,-2.0690194643873117,-0.8462225445535141
4884,PML,2,200,4,-0.7858946769048948,0.7927629517296607,-2.148374854825022,-2.090839780212411,-1.3003029485600033
4885,PML,2,200,4,0.2948632137351151,-0.7997196602207997,-2.139434734699672,-2.108703445071822,-0.46357632735581356
4886,PML,2,200,4,0.09501809975784523,-0.8413882302214397,-2.145900700415651,-2.113802013063161,-1.6700148715940333
4887,PML,2,200,4,-0.3670021086888652,-0.9460182407301794,-2.1652584010663514,-2.121695646762081,-0.743954411853584
4888,PML,2,200,4,0.06329449463753495,0.3071864738969109,-2.183432015933101,-2.1079620787385913,-1.5390783857037336
4889,PML,2,200,4,0.42344850439528514,0.5016149107292103,-2.142422660297362,-2.102757098664751,-0.2248643061057834
4890,PML,2,200,4,0.28410070358154543,0.6025285332634702,-2.176009745859331,-2.095377171182311,-1.034111162710244
4891,PML,2,200,4,-0.6677835209982546,0.3485795791518205,-2.150954110514722,-2.1384285028797314,-1.5379527892854739
4892,PML,2,200,4,-0.3743953005854145,0.37207045499753066,-2.1531620512967615,-2.133377800476452,-0.9875933417729035
4893,PML,2,200,4,-1.0590219547895048,0.4972072150632806,-2.1396427284093216,-2.118640154980131,-1.7791074610595938
4894,PML,2,200,4,0.27429377038439495,0.09976486548173083,-2.170572050604411,-2.0972945547095017,-2.0235689539833235
4895,PML,2,200,4,9.008727101751657e-4,0.47712853779557085,-2.1509457440653508,-2.086934727454262,-1.6166324026147636
4896,PML,2,200,4,-0.6289630764700751,0.6034283533778508,-2.145985346253962,-2.1137207536045812,-1.2620149080410341
4897,PML,2,200,4,-0.07346781037164477,-0.24661938412120915,-2.166990049792192,-2.1027164572870114,-1.1075991467762143
4898,PML,2,200,4,-0.8542047848343247,-1.2299590216253895,-2.148795371349631,-2.1103065454129917,-1.7270191565308333
4899,PML,2,200,4,0.04236117284980509,-0.40348761837915925,-2.1442959122947607,-2.124612328554962,-1.1231748698205244
4900,PML,2,200,4,-0.3594979829230349,-0.37460739185417935,-2.1672158740053113,-2.104842908160312,-1.7821074700577242
4901,PML,2,200,4,0.008587671521335244,1.0755799283500609,-2.142116386868281,-2.106094971147722,-1.705055031345283
4902,PML,2,200,4,-1.1349000012527546,-0.2123854708268591,-2.1846041991828713,-2.0991040576258015,-1.2633505953999535
4903,PML,2,200,4,0.16703249135868528,-0.2735292305258492,-2.1491679980961216,-2.151498502460261,-2.1354578740826136
4904,PML,2,200,4,-1.544670044753875,-0.2031537097788791,-2.1424854214157114,-2.1293353713025818,-1.594904036452374
4905,PML,2,200,4,1.0117306248462452,-0.19488148532668947,-2.156574804912581,-2.122314380455792,-0.18893384442958405
4906,PML,2,200,4,0.5228794357711855,-0.36435202575809955,-2.203888580111181,-2.113998385313151,0.0832863124731062
4907,PML,2,200,4,0.561087621928575,0.23173033515694053,-2.180426593747771,-2.098775690033701,-2.293006249891964
4908,PML,2,200,4,-0.090116670578895,0.13947209191437077,-2.1622913710199616,-2.122349317312591,-1.0724619987813433
4909,PML,2,200,4,-0.010109071371534883,0.10621594980537025,-2.134784291111501,-2.1005556748201717,-1.769184147169063
4910,PML,2,200,4,-0.15033630846017498,0.33986941603680043,-2.1509822677712913,-2.107119889252111,-0.3191364869276944
4911,PML,2,200,4,0.4174742035674951,-0.2566997553793894,-2.145246458936942,-2.1249514930745215,-2.0053182506938745
4912,PML,2,200,4,0.055748112232935354,0.666746161678121,-2.151986683853731,-2.1368143615897712,-0.44573528890322345
4913,PML,2,200,4,-0.07140888452899508,0.004314032824270786,-2.143828511861032,-2.0948746092368813,-0.8373349641188534
4914,PML,2,200,4,0.6451898912011151,0.8971148132413405,-2.1426482450113014,-2.090597399184381,-0.9200435115138641
4915,PML,2,200,4,0.1820189377835249,1.3000090115931908,-2.139425878309552,-2.104677886596462,-0.26964050726759337
4916,PML,2,200,4,-0.3483215552071449,1.0307150338125202,-2.1609337036512315,-2.122704090776341,-1.614681690540444
4917,PML,2,200,4,-0.530343709136235,0.15842561917067052,-2.1509717214922413,-2.154565780040692,-1.5549104312599136
4918,PML,2,200,4,-0.37827701559849447,0.6874391385952909,-2.173943034756931,-2.104418544424301,-0.7470636036021938
4919,PML,2,200,4,0.5179629931922752,0.6324118508838905,-2.1613136491169413,-2.138069347114002,-1.122960150463924
4920,PML,2,200,4,-0.16191375363273502,0.4248813782648103,-2.1465841234573206,-2.134645532767211,-0.36905766150484437
4921,PML,2,200,4,0.2820926602735155,0.8698535509099804,-2.1459764645609307,-2.0840949164521616,0.05690024122756571
4922,PML,2,200,4,-1.3703922021811545,0.26713363015856073,-2.1555457253531305,-2.109366177154541,-1.2556961381184242
4923,PML,2,200,4,0.8148431728899452,0.5939595032016909,-2.139430164719722,-2.1260081756495115,-0.9946146249293131
4924,PML,2,200,4,1.5146874523641254,-0.8607033711951095,-2.126052442320102,-2.1045329739078813,-0.038729238111463726
4925,PML,2,200,4,-0.2819584460343645,0.9308848391700008,-2.150623782973192,-2.112612393911821,-1.1184708982789435
4926,PML,2,200,4,0.2134377783519055,0.19570580491831066,-2.2058354967045917,-2.1013173408897314,-1.5103237442859436
4927,PML,2,200,4,-0.2772430484239051,-0.3620617625464291,-2.1431809098582013,-2.128653205526032,-0.9805738451971344
4928,PML,2,200,4,0.02667086852031486,0.26885451496983026,-2.163353140703532,-2.113386930224151,-0.9676682051637936
4929,PML,2,200,4,-0.16975392794993452,0.29540273200551054,-2.133252451644442,-2.135412786868851,-1.747966037445453
4930,PML,2,200,4,0.1292637933421055,-0.31055761472786947,-2.138960788881951,-2.118771960300901,-0.8451222251984636
4931,PML,2,200,4,-1.2261891505680453,0.3324890526969805,-2.1541356471466515,-2.1553557701912323,-1.4958215046999734
4932,PML,2,200,4,0.12709076752730544,-1.0873917644241393,-2.181984603667482,-2.1182549227319116,-2.016515319249093
4933,PML,2,200,4,-0.030098331665275035,-0.03390588948385953,-2.165347418917972,-2.101945813754802,-0.5196935334983734
4934,PML,2,200,4,0.21996326491713486,1.3322568605765206,-2.1337034763996106,-2.144594998711931,-0.6292276308611136
4935,PML,2,200,4,-0.9719242800477451,-0.22887493053521946,-2.1742505280742814,-2.1423621017361616,-2.2505018208066137
4936,PML,2,200,4,0.07150359277376533,0.7455305207994805,-2.1577290475182616,-2.098808438767262,-0.6690116114034333
4937,PML,2,200,4,-0.26939832288542453,-0.0030214833420895426,-2.150304870544041,-2.1100332339311914,-1.2767121281374736
4938,PML,2,200,4,-0.5332062491850947,0.6418914529233106,-2.143993887489812,-2.1088387138100213,-1.146432274483844
4939,PML,2,200,4,-0.47705949824614485,-0.3497000412799295,-2.1574848617498406,-2.142669213713591,-1.5927145289943934
4940,PML,2,200,4,-1.2557058634770148,-0.32049502677102965,-2.155304603603521,-2.113027062485612,-2.0430225341722243
4941,PML,2,200,4,0.6962773031176552,-0.12465015962783918,-2.140250317766211,-2.109568640696212,-1.1345464316093539
4942,PML,2,200,4,0.2573538483537453,0.5403103949556808,-2.1366762874620013,-2.130109370468472,-0.7475626469222132
4943,PML,2,200,4,0.1335952014552451,0.4979881813116809,-2.1519890680441414,-2.0933725237165413,-0.5510415861206639
4944,PML,2,200,4,-0.10414940290507449,-0.6571050408692491,-2.1427958913660117,-2.110457074891942,-1.7631039311778631
4945,PML,2,200,4,-0.6264768036994849,0.6664765833647203,-2.159695931533312,-2.0980780152708807,-2.686386194298554
4946,PML,2,200,4,0.1752489044147952,0.8477778577593305,-2.1488544956962814,-2.133612098421542,-0.49341996754770356
4947,PML,2,200,4,0.615883221154475,0.5438653705365406,-2.137935140295412,-2.1203687619967715,-0.7945718642096533
4948,PML,2,200,4,1.781495563347245,0.48477698315536055,-2.1128161468290605,-2.111916414937641,-0.6036597763754439
4949,PML,2,200,4,-0.7877506882457447,-0.18110300896931955,-2.142426053518491,-2.109086645535131,-0.9803809308997338
4950,PML,2,200,4,-0.4866526561825547,0.831688525574291,-2.1491369022233417,-2.0947383817203513,-1.0850510322455738
4951,PML,2,200,4,-0.9428026109929349,1.120800015260131,-2.174428744010451,-2.089863606537172,-2.420371767441984
4952,PML,2,200,4,0.24517568868873546,1.2032719109277605,-2.1322898555214023,-2.119133964855871,-0.7406502876674534
4953,PML,2,200,4,0.3906421246080552,-0.8649276530244991,-2.147393952877981,-2.1194955749850517,-1.352960288565494
4954,PML,2,200,4,0.3040435996268853,0.3259234857596008,-2.1429833630414814,-2.1108819917022013,-0.7401399918919236
4955,PML,2,200,4,-0.7333959645600852,0.14077874235819063,-2.160999130237841,-2.118960543303311,-1.599815345237704
4956,PML,2,200,4,-1.100067632624075,0.6770209367703603,-2.163167983178621,-2.0981796375927617,-1.784847666227174
4957,PML,2,200,4,-0.614453245747705,0.43143263441985036,-2.1460140040680615,-2.108326883436261,-1.8142258480215736
4958,PML,2,200,4,0.6617327239350351,-0.5405757348917996,-2.1256207288779914,-2.1050392395444915,-0.45513328181142343
4959,PML,2,200,4,-0.15176106714923504,0.2703155277758502,-2.1535187767948716,-2.1102906368274916,-1.0542544778271532
4960,PML,2,200,4,-0.8925878835494547,0.6366224300476009,-2.141147395536662,-2.108240064373261,-0.6933258762314737
4961,PML,2,200,4,0.35209447740768496,-0.029684057137519676,-2.171896161790231,-2.1163714094152115,-1.587711831389624
4962,PML,2,200,4,-0.29662977190358514,-0.33064911049598966,-2.139053327895732,-2.1317809721707617,-0.9738414350570144
4963,PML,2,200,4,0.08967564147166485,-0.1536484065705994,-2.158050202403701,-2.1137859951678717,-1.9281259979420637
4964,PML,2,200,4,-0.27856292605266464,0.8907111770243309,-2.1699251785645717,-2.102344862426701,-0.9603491719154742
4965,PML,2,200,4,0.6975748381674154,-0.548614428653539,-2.179141102726301,-2.106491892825972,-0.43187107619963305
4966,PML,2,200,4,0.34393878077340484,-0.4145797739004996,-2.1336682628479817,-2.123485416461432,-1.3252289283027934
4967,PML,2,200,4,0.49084986261443486,-0.7926251961883894,-2.138944047979151,-2.133289966177322,-1.4175187636194937
4968,PML,2,200,4,0.8529025111179555,0.16195003783294054,-2.1510233440150213,-2.1102610802791215,-1.065732108972113
4969,PML,2,200,4,-0.3502701029081047,0.3963377624116804,-2.143729404822291,-2.1082655130277015,-0.5724872849169838
4970,PML,2,200,4,0.04972140779482548,0.16910545342438063,-2.1535472045851516,-2.107273111859752,-1.8396049458798844
4971,PML,2,200,4,-0.7966864333237351,0.6548223666607206,-2.1444317510304107,-2.1143793016525607,-0.9861541415547931
4972,PML,2,200,4,0.42891301397147485,-1.6865984786038095,-2.129764317154012,-2.117371642664491,-1.8035497205770938
4973,PML,2,200,4,0.29786861556157507,-0.9007409263076096,-2.135521868320542,-2.140452829811801,-0.5475612631336141
4974,PML,2,200,4,0.8699937195132248,1.0632311908857008,-2.144862308748792,-2.1059161211873514,-1.0638011060011332
4975,PML,2,200,4,-0.24172118875394472,-0.4755702129159392,-2.141821262506771,-2.1263506339455214,-1.4869945272746834
4976,PML,2,200,4,0.6686061022862351,0.5135808468316905,-2.149322597857001,-2.1028193220455114,-0.6786402255066132
4977,PML,2,200,4,-0.7362241845958948,-0.2853916685078096,-2.1479979774707116,-2.091990938547922,-1.6308915916024735
4978,PML,2,200,4,0.7451922165515552,0.18878811677671067,-2.136518611392761,-2.137721851875471,-0.7972407947300142
4979,PML,2,200,4,0.9271259934407152,0.9157574976491105,-2.132714346929432,-2.086614956270641,-1.5937465019522936
4980,PML,2,200,4,0.06329715935576505,-0.8387012797060291,-2.162745349426591,-2.153899476885442,-1.325347410483564
4981,PML,2,200,4,-0.10560680998008484,-0.5021084888103593,-2.1536504677889408,-2.113004796851191,-1.7895581306063335
4982,PML,2,200,4,-1.0585046779726048,0.5817093467742402,-2.1439088635049814,-2.102057095766811,-1.4899933813280544
4983,PML,2,200,4,-0.7014319111475751,-1.5481277865212695,-2.1619233484024614,-2.1296327774408113,-2.050846162664384
4984,PML,2,200,4,0.5805675744322149,0.6565055429637007,-2.192694475919642,-2.157790491821962,-1.339313760523364
4985,PML,2,200,4,-0.5798354713171645,0.5615789266200002,-2.168775250008931,-2.1780001987804223,-2.2047557794501045
4986,PML,2,200,4,-0.7515531230091549,0.26180226486812036,-2.1450423272155517,-2.1359047761581818,-2.025471195105803
4987,PML,2,200,4,-0.7173618864501651,1.3421959056237005,-2.1525969585843714,-2.0965916572494416,-0.6544566659034634
4988,PML,2,200,4,0.21751809861118507,-0.10416533098284927,-2.150574147555721,-2.109372329662551,-1.2714947973189643
4989,PML,2,200,4,-0.2969241471450945,0.1419599852683806,-2.1437821606132514,-2.127892706335262,-1.8805395251306936
4990,PML,2,200,4,0.20575955789267492,-0.7453363838671796,-2.184407918318482,-2.118331916429532,-1.6914002752600743
4991,PML,2,200,4,0.11512406373062542,-0.5494939352354997,-2.150870841625162,-2.109446358399651,-1.1152922534333531
4992,PML,2,200,4,-0.664760919844385,0.4597507802017106,-2.1332233651494614,-2.1028499340426317,-1.5186123491297443
4993,PML,2,200,4,-0.8823470230027851,-0.23423228065816912,-2.151816126086571,-2.1228212805555717,-1.2517414237019033
4994,PML,2,200,4,1.3333309489242349,0.34521031603059055,-2.1222116632097316,-2.118945399675182,-1.151600732089493
4995,PML,2,200,4,0.9606453895036955,-0.32126507120042935,-2.129974413337442,-2.100640498892771,-0.26090792890270387
4996,PML,2,200,4,0.989087527193415,1.4845029380177706,-2.1318373023856307,-2.081739015006581,-0.8483223287341344
4997,PML,2,200,4,0.5338002313262855,0.9489696438504703,-2.134649881237512,-2.087932311576261,-1.499435821321564
4998,PML,2,200,4,0.8412600811718955,-0.016359092421729116,-2.149171060248921,-2.1156364445180613,0.03356990836847623
4999,PML,2,200,4,-1.3915974684380952,0.2849820496016904,-2.156619915908932,-2.118500037831561,-1.2901667650859137
5000,PML,2,200,4,-0.660469277569175,0.06558982445544065,-2.154306617998851,-2.120578553787092,-1.0168655191802836
5001,PML,2,200,4,0.1801548614569451,0.08097530846117029,-2.1994862315697112,-2.084185377449721,-0.5704910687637843
5002,PML,2,200,4,-0.3396898999654549,0.6939849284505507,-2.1646389832781012,-2.111563642919892,-0.9698914184965644
5003,PML,2,200,4,0.05551284066009493,0.0746827245971804,-2.1552318438493407,-2.106040644369292,-1.593993711148714
5004,PML,2,200,4,0.3135960015266649,0.5307608137279103,-2.1437790945337114,-2.1229274771023516,-0.2907847669911631
5005,PML,2,200,4,-0.14459573318317473,-0.09901608484131907,-2.146204864809262,-2.1101672815825907,-1.0423818830173932
5006,PML,2,200,4,1.0334324978892855,0.2701391733646703,-2.123950085318571,-2.102448449680061,-1.7850996590089332
5007,PML,2,200,4,-0.6605707200343147,0.14371494833493037,-2.153318532592091,-2.123862625344411,-0.757389809599053
5008,PML,2,200,4,0.5739965378710952,0.7962976945695206,-2.136933980316051,-2.0916094565004513,-1.999079521520504
5009,PML,2,200,4,0.5607777084302851,0.4696980876865306,-2.1236672033731807,-2.1053185768579716,-1.2037166438763736
5010,PML,2,200,4,1.0938663647284554,0.4687282374936208,-2.1542319371263012,-2.1233241759723116,0.3587679816252264
5011,PML,2,200,4,-0.6991014379680847,-0.16470430614211953,-2.147768401663662,-2.1112079253670717,-1.759939925142613
5012,PML,2,200,4,0.23192197886800492,0.8318551665069507,-2.183676754076411,-2.0966224519231123,-0.835974833062833
5013,PML,2,200,4,0.05355979489253537,-0.41693201551223913,-2.1347100788540017,-2.112566436340192,-2.2571128077496034
5014,PML,2,200,4,-1.124135328839275,0.058193019894500764,-2.1472237031436414,-2.146619533085581,-1.5948480267322638
5015,PML,2,200,4,0.2604818373460452,0.0049871201988509195,-2.142463767786891,-2.104106285363562,-0.9935239181202038
5016,PML,2,200,4,-1.3053733170046544,-0.8329899230554494,-2.1530555267817415,-2.097817713977272,-1.3664437840708339
5017,PML,2,200,4,-0.6864352698407947,0.8339181522564805,-2.147072232848242,-2.114797875145201,-0.779806189677773
5018,PML,2,200,4,0.17816525731245494,0.3153821504549209,-2.164004350030081,-2.097232156226042,-2.1446730783563432
5019,PML,2,200,4,0.017682199113125407,0.8708861433968706,-2.1650341434017313,-2.111066323495772,-1.1477094449724334
5020,PML,2,200,4,-0.8345090430136447,0.32775962044846035,-2.144019579451921,-2.1046935684519816,-2.966226511982194
5021,PML,2,200,4,-0.17751992251238483,0.7544392006601203,-2.183108194494221,-2.104616129939911,-0.7396311737846939
5022,PML,2,200,4,0.06865419133717521,-0.49336375318129944,-2.150952790181092,-2.128583043411672,-1.070585859765563
5023,PML,2,200,4,0.6096111002093854,0.46911670034420067,-2.151313905777562,-2.1052575312171515,-1.0439228305091337
5024,PML,2,200,4,0.20078009948811537,-0.7810429057807593,-2.1495821136077007,-2.115929915818472,-0.7923155261656143
5025,PML,2,200,4,-0.05808907825106471,0.9863533050207707,-2.1672465546564115,-2.125955987218052,-1.2887334855781238
5026,PML,2,200,4,0.9520216620590154,0.5545757278722308,-2.134645905963502,-2.106683334208771,-0.04744925366944319
5027,PML,2,200,4,1.1169504597466455,0.6721153372164307,-2.1289265119710312,-2.094202000333842,-0.2957287475730333
5028,PML,2,200,4,-0.2785285482078147,0.1946301226168505,-2.1277942771916316,-2.1233125815284417,-1.837409594413264
5029,PML,2,200,4,-0.049170248459624866,0.8008700688911907,-2.1400148416632514,-2.0993485907999823,-1.174735923535504
5030,PML,2,200,4,-0.4908223007821545,-1.1836634360337592,-2.1372300343509716,-2.1201741759032817,-1.8589863011622438
5031,PML,2,200,4,-1.340863985914735,-0.6705805060678395,-2.1419079949206914,-2.1128364453004216,-1.413295292463193
5032,PML,2,200,4,-0.30410388633848456,-0.019223149507719556,-2.1619181165116115,-2.0986303366746215,-2.6750958270384735
5033,PML,2,200,4,0.7811289524620451,1.0665334729603606,-2.129245702031711,-2.1143364364510515,-0.9195700512322741
5034,PML,2,200,4,-1.1967707161243846,0.03619343860391047,-2.1517149312893116,-2.106033142895901,-1.446731012981113
5035,PML,2,200,4,0.3663716236082651,0.0029852755807906195,-2.1501831897033017,-2.1348720815114213,-2.2045260426697633
5036,PML,2,200,4,0.506025252780265,0.3289161080778008,-2.129396955172462,-2.1177091625864217,-0.14221474267935436
5037,PML,2,200,4,-0.9127864788377849,-0.5303144283319495,-2.153835752315071,-2.1180357932398115,-1.413540455411244
5038,PML,2,200,4,-0.8471684490969945,-0.6417904495356695,-2.158714730378561,-2.1274161986256717,-1.1582234979441637
5039,PML,2,200,4,0.4968455589291751,0.7400092109959504,-2.1401521979468914,-2.1268465761435222,-0.7415971547803241
5040,PML,2,200,4,-0.12673427992445502,1.1744012866740607,-2.1694483726478615,-2.1201656934774213,-1.1262689280867335
5041,PML,2,200,4,0.053062486256025276,0.23747662600849054,-2.1380058451068717,-2.1263094882416915,-0.8746755515585638
5042,PML,2,200,4,-0.05485794752310494,0.3399351751223606,-2.154352967750511,-2.0957446453162607,-1.4068105421088135
5043,PML,2,200,4,0.5206899555229849,0.8221692925821305,-2.1357083632218012,-2.1070291499056912,-0.6083385936062238
5044,PML,2,200,4,0.7523580851722451,0.7561386913807304,-2.1703488195793015,-2.1207266750164324,-0.611135796873144
5045,PML,2,200,4,-0.5514345756606649,-0.7104565384111694,-2.148392624939212,-2.1175517945447018,-0.5829547857322135
5046,PML,2,200,4,-0.25055551558899464,-0.11473499732033918,-2.152296767263591,-2.123714940101891,-0.29833630802582334
5047,PML,2,200,4,0.5941211192454853,-0.4615687971662792,-2.1576543591210418,-2.1121530707881515,-1.216205546871224
5048,PML,2,200,4,-0.13426418500709497,1.2104235419251306,-2.1778556211580007,-2.121633059259921,-1.4848052396511644
5049,PML,2,200,4,0.6963067403599948,0.8618443815426008,-2.1577374174079718,-2.1047280361381815,-1.1928669798904334
5050,PML,2,200,4,-0.514857055313845,0.7757659461885404,-2.1996336850488407,-2.095032915005361,-1.6498556797544834
5051,PML,2,200,4,-0.19999697800966512,-0.3195068874775393,-2.1379597491604216,-2.125220947932481,-1.1687686700098343
5052,PML,2,200,4,-0.050055637135414804,-0.1521592811564991,-2.165010399530541,-2.1356154623384223,-1.5372124371159244
5053,PML,2,200,4,-0.6041291970060946,0.7978268538187505,-2.219065225203612,-2.087748399728462,-0.602209691050104
5054,PML,2,200,4,-1.2123693808319846,1.4182961567500005,-2.202588346575221,-2.1263983246450917,-0.8201726148795538
5055,PML,2,200,4,0.9914183816602751,-0.31199360424070954,-2.154252802757471,-2.112834945415182,-1.2012460142911643
5056,PML,2,200,4,-1.3949769753331953,-0.5475984942544692,-2.1575618753643515,-2.149510708925452,-1.6265423583037535
5057,PML,2,200,4,-0.548210283046785,1.1176239126007306,-2.143438317909391,-2.1084480166713213,-1.5057879134826937
5058,PML,2,200,4,0.16271375723348538,-0.38394219113669914,-2.1841988337595817,-2.1422373757744015,-1.4475450226517834
5059,PML,2,200,4,-1.0480510241194647,1.2306459504206009,-2.162014002328662,-2.085941893425902,-1.8632972202663842
5060,PML,2,200,4,0.4523282656033453,0.7506609542571103,-2.1474373105073314,-2.127757121288232,-0.7719176348343543
5061,PML,2,200,4,-0.548200577548795,0.7143426785754609,-2.150341200415762,-2.117851998986621,-0.9085345014477941
5062,PML,2,200,4,-0.9621401476248348,-0.40118989816131934,-2.153713099254541,-2.113769029826161,-1.2411212303892332
5063,PML,2,200,4,-0.9134264755694947,0.4082243406257305,-2.155387265178452,-2.1122618815549608,-1.551585684316084
5064,PML,2,200,4,0.9567623871279053,0.4822588635931907,-2.132395197058011,-2.102869549194021,0.005062876892726609
5065,PML,2,200,4,0.719953083155575,-0.1741393815464294,-2.1361274551745315,-2.126810084341972,-1.7077792461520345
5066,PML,2,200,4,0.4626844291463754,0.21578315145132088,-2.1367310701912015,-2.1038373999103714,0.09679673805072647
5067,PML,2,200,4,-0.681040370544965,0.27478461316435066,-2.143458184394162,-2.0830812822348417,-1.5187406324996933
5068,PML,2,200,4,0.004270799882685056,-0.18067299640359968,-2.166403903369882,-2.2180866515858018,-1.7357899972948634
5069,PML,2,200,4,0.2952249367723848,-0.5318524870694196,-2.1699709809197816,-2.146514189475411,-0.5636177174076231
5070,PML,2,200,4,-0.22575491573036469,0.7638771921479305,-2.1479379896155115,-2.1061635362371307,-0.25815314588318317
5071,PML,2,200,4,-1.0596264833680251,-0.1095192350647492,-2.1610559210963514,-2.100969430907912,-1.4219530817742243
5072,PML,2,200,4,0.5179285352044052,-0.48981951316673933,-2.152506748231621,-2.101041900169462,-1.3804971173054543
5073,PML,2,200,4,-0.5192107130697149,1.135513534464431,-2.1446869970228115,-2.106953926596981,-1.1887821402880638
5074,PML,2,200,4,0.578100916573105,0.4225964361653505,-2.1399973819477807,-2.0946456509153917,-0.48990307395900407
5075,PML,2,200,4,0.15301786335743528,-0.49895286121483945,-2.1596829124743517,-2.102235976032142,-0.24270171084210396
5076,PML,2,200,4,-1.131627600452175,0.8759983236484907,-2.148955356386521,-2.1275868323093916,-1.2924695150988332
5077,PML,2,200,4,1.0967085376693553,0.76587493431502085,-2.1482860371247012,-2.101459140192591,-1.3618949282297843
5078,PML,2,200,4,0.08756352763582484,-0.6261403266414396,-2.140051425060331,-2.1267598889189414,-1.5504926408621333
5079,PML,2,200,4,0.6362184343147954,0.045859594636900314,-2.142213595791981,-2.104200410643252,-0.20892591353487422
5080,PML,2,200,4,0.9059359043780253,0.7126411823121805,-2.1324637782543716,-2.1043199941777417,-0.4028212492482544
5081,PML,2,200,4,0.5636649570785648,0.27651397166377073,-2.1717534445233206,-2.098028567552912,-0.8641464770934137
5082,PML,2,200,4,-0.042682083812054655,-0.5120392239274595,-2.1376631579797816,-2.1171576546127917,-1.4674811464068545
5083,PML,2,200,4,-0.026137525046674576,0.7513644526788509,-2.1333685512628318,-2.111283433635021,-0.48876067213222407
5084,PML,2,200,4,-0.014586079696804477,-0.7063477135021395,-2.145971643902632,-2.120751260528891,-1.8208927184612242
5085,PML,2,200,4,-0.4337236225349851,0.8872947724719409,-2.1352525160509117,-2.109267395389762,-1.8771112089221942
