id,method,factors,nobs,ncat,bias_withoutC_L_SE6,bias_withoutC_L_SE7,bias_withoutC_T_SEi6,bias_withoutC_T_SEi7,bias_withoutC_C_SE1
7484,DWLS,6,400,4,1.7337670750529055,1.0926913377412404,0.4136379784481989,0.44468384054572874,1.3632169258159264
7485,DWLS,6,400,4,1.4698039828727651,1.5196096170279807,0.4255226890279684,0.4428867138489889,1.7075407162310665
7486,DWLS,6,400,4,0.5797610886528255,1.3069483869253204,0.42646329306067904,0.4222631824426379,0.9546791302898365
7487,DWLS,6,400,4,1.2981481294520856,0.7930485553366208,0.4250297125318381,0.4438305233031681,1.3175858551346662
7488,DWLS,6,400,4,1.245641229657285,1.1525539928837703,0.42444685629582923,0.44670256411780823,1.0209902946953267
7489,DWLS,6,400,4,0.9659942642652152,0.32204348104354075,0.4136379784481989,0.44185221035051847,1.1331711838191962
7490,DWLS,6,400,4,1.2698462280214553,1.3836875686148706,0.42552268902798923,0.4446838405457079,1.4035706778312063
7491,DWLS,6,400,4,1.3236435961129154,0.7597592536228006,0.4255226890279587,0.4454468478180984,1.4320538468964659
7492,DWLS,6,400,4,0.8040223924331249,0.8095665036289106,0.42502971253182836,0.44827045959371786,1.2828420785779664
7493,DWLS,6,400,4,1.5227467730447954,1.0098491228472208,0.42502971253182836,0.44670256411780823,1.0667109558312267
7494,DWLS,6,400,4,1.161549477643755,1.5829058881776203,0.42301098895972805,0.4446838405457079,1.756914077998726
7495,DWLS,6,400,4,1.6301690721966051,0.9319372845094307,0.4259258906543481,0.4152523939730285,1.328732105046116
7496,DWLS,6,400,4,1.7402411476420354,1.1513990904084206,0.42552268902797813,0.447598742240328,1.6592157362847262
7497,DWLS,6,400,4,0.998284868447815,0.8233212474826008,0.42664237648846887,0.44288671384899864,1.196579217845066
7498,DWLS,6,400,4,0.9790565836499149,1.2456073324627308,0.42502971253182836,0.4481361446466381,1.6076147059754964
7499,DWLS,6,400,4,0.978554034733125,1.5554082020329005,0.4262394031271585,0.44670256411780823,1.3982040769207165
7500,DWLS,6,400,4,1.185963778368665,0.3737972427462106,0.42121386226299795,0.44468384054572874,2.1987502604070968
7501,DWLS,6,400,4,0.9394568303618754,1.1363867539075103,0.42121386226301877,0.4382022207096187,1.449225618267376
7502,DWLS,6,400,4,1.0870161827673455,1.5794933954337207,0.4221576717171785,0.44072679126012787,1.284617975854356
7503,DWLS,6,400,4,1.5635759773843751,1.2325632117484406,0.41783736359318896,0.4407267912601584,1.4873444083878065
7504,DWLS,6,400,4,0.575425125535755,1.1999758341558406,0.4264632930606582,0.446119707881798,0.9760218216012861
7505,DWLS,6,400,4,1.5250534728051954,0.9242666652729006,0.42377399623211853,0.42841726612109915,1.6578967226846966
7506,DWLS,6,400,4,1.743006973955525,1.1870933960552805,0.42592589065431896,0.44072679126011816,1.314122030444726
7507,DWLS,6,400,4,1.4805960420517752,0.8892079787247307,0.4120539579323984,0.4428867138489889,1.7018316759741463
7508,DWLS,6,400,4,0.9575353182325455,1.0559383430647404,0.42646329306069847,0.4471955406139483,1.322732082918556
7509,DWLS,6,400,4,1.3475981700489554,1.2024037454276006,0.4120539579324081,0.4479122547131287,1.116018094477096
7510,DWLS,6,400,4,1.1356741881392554,1.3807039022691405,0.4103772700200986,0.4471955406139483,1.1754170522083864
7511,DWLS,6,400,4,1.4064253747608453,0.7386616066529107,0.4264632930606582,0.4454468478181081,1.2855050082108064
7512,DWLS,6,400,4,1.3177857716043455,1.6185337063653407,0.4120539579323984,0.43028040222092834,1.393114823993876
7513,DWLS,6,400,4,0.8651690857726948,0.762155046796461,0.4212138622630382,0.43680252629254845,0.9153101119528363
7514,DWLS,6,400,4,1.4978817696579252,0.5554997950005809,0.4151296747065686,0.4418522103505379,1.1853884688156167
7515,DWLS,6,400,4,1.482679931288805,1.5569126805032807,0.4237739962320991,0.44670256411781795,1.2493701517283164
7516,DWLS,6,400,4,0.8875411481291555,0.7567021697620503,0.42444685629581813,0.44468384054573845,0.959128943682376
7517,DWLS,6,400,4,1.0966267321246552,1.7718051552310106,0.426239403127128,0.4483152280744779,1.273955189571186
7518,DWLS,6,400,4,0.801552583663815,1.5456399440963604,0.426642376488498,0.44383052330315836,1.5885600711316061
7519,DWLS,6,400,4,2.058611093663325,1.4591945264530104,0.4165293691236291,0.4471955406139483,1.618064912238986
7520,DWLS,6,400,4,1.4611891542999453,0.9820141740708603,0.42552268902798923,0.4461197078818091,1.1288700288490063
7521,DWLS,6,400,4,0.585162349006485,0.9403763002307706,0.40860755063493875,0.4337268095183783,1.4238471030553264
7522,DWLS,6,400,4,1.492349777107925,0.8682094722089209,0.4221576717171979,0.44759874224031826,1.3389395654340461
7523,DWLS,6,400,4,1.291444614733335,0.8779494342915306,0.4259258906543481,0.4438305233031681,1.245350474551496
7524,DWLS,6,400,4,1.0521556494958748,1.6511124590787005,0.42377399623211853,0.44831522807444874,1.232600247921546
7525,DWLS,6,400,4,1.3042904577547254,1.0740171602631208,0.42121386226301877,0.446119707881798,1.426152685789206
7526,DWLS,6,400,4,1.742747669082545,1.4189258524108608,0.4259258906543592,0.44072679126012787,1.4907560134489664
7527,DWLS,6,400,4,0.9991592659731853,1.1457963233078703,0.4120539579323984,0.44670256411782905,0.9959144299919765
7528,DWLS,6,400,4,1.1518768870566152,1.2096954863285907,0.42664237648846887,0.4461197078818091,2.0916312705941666
7529,DWLS,6,400,4,1.0794017304571253,1.5282249577534606,0.40478745507099845,0.447598742240328,1.0211451247273664
7530,DWLS,6,400,4,1.2254644422475856,1.146736203008611,0.42552268902797813,0.44759874224031826,1.372437166372916
7531,DWLS,6,400,4,1.1824466080370355,1.3193269655499804,0.42301098895974887,0.43680252629255817,1.341902561294276
7532,DWLS,6,400,4,1.434148028609595,1.4005791585596006,0.4190539396741383,0.44791225471311896,1.1987908176297066
7533,DWLS,6,400,4,1.2305936258769752,0.8659725065018109,0.42121386226300905,0.4481361446466478,1.148406259911406
7534,DWLS,6,400,4,1.493573946904525,1.1932921838744504,0.42017935876455803,0.4461197078818091,1.4815479948035566
7535,DWLS,6,400,4,1.1124545618075952,0.8713247886505404,0.4259258906543481,0.44791225471310786,1.0950941789194064
7536,DWLS,6,400,4,1.5203813987381354,1.4644960568209404,0.4259258906543592,0.44719554061393857,1.8816269847153364
7537,DWLS,6,400,4,1.2935387442773254,0.9131743318930609,0.4264632930606582,0.4481361446466589,0.9316869339622863
7538,DWLS,6,400,4,1.222772769826725,1.6107884217878006,0.42659760800771857,0.44827045959371786,1.3985809165763863
7539,DWLS,6,400,4,1.2645734307456649,0.6005041639799604,0.4259258906543481,0.43680252629254845,1.5792612291130763
7540,DWLS,6,400,4,1.3089467758903752,1.2842039596776904,0.42377399623211853,0.4475987422403391,1.4712557410951663
7541,DWLS,6,400,4,1.408626267361645,1.2113502024115208,0.4266423764884786,0.44288671384902917,1.1840827845278166
7542,DWLS,6,400,4,1.6213970245798652,1.3427251374048903,0.42659760800771857,0.4461197078818091,1.7213659962802865
7543,DWLS,6,400,4,1.3029497890785655,1.6605987934743105,0.4266423764884786,0.4479122547131481,1.1840647097779662
7544,DWLS,6,400,4,1.057630504932585,0.6966934400647107,0.40674441453509846,0.4475987422403391,1.3553633060596162
7545,DWLS,6,400,4,1.6714199189966854,1.3724798868498904,0.4264632930606485,0.4479122547131384,1.3922831778551366
7546,DWLS,6,400,4,1.0327860214479352,1.114162943093941,0.42659760800771857,0.447598742240328,1.1760162554786464
7547,DWLS,6,400,4,1.214624197720255,1.7527910935077007,0.4265976080077283,0.44468384054572874,1.3923333496776262
7548,DWLS,6,400,4,1.4158249808159753,1.6308200110317104,0.4237739962320991,0.44827045959370815,1.827740915720976
7549,DWLS,6,400,4,1.1153321113432653,0.7168984782600009,0.42502971253181865,0.44288671384900835,1.4852728924029064
7550,DWLS,6,400,4,1.4367653931408855,0.8784549165346205,0.4237739962321088,0.447195540613958,1.4312484976902864
7551,DWLS,6,400,4,1.0163709000350554,1.1286587824290608,0.42121386226301877,0.44759874224031826,0.6048837416654864
7552,DWLS,6,400,4,1.857131505708305,1.4547558942609804,0.42301098895972805,0.4479122547131287,1.3178893504827163
7553,DWLS,6,400,4,1.5852948405543452,1.5827546370067607,0.42646329306067904,0.44759874224030854,1.3593014143100164
7554,DWLS,6,400,4,1.295147962333755,0.8378318258771105,0.42444685629581813,0.4483152280744182,1.404814384462786
7555,DWLS,6,400,4,1.244853799937335,1.2035895071946308,0.42017935876455803,0.43531083003417875,1.4114563172875259
7556,DWLS,6,400,4,1.174765084787425,1.6066198993445608,0.42646329306068875,0.44791225471311896,1.2126129083345565
7557,DWLS,6,400,4,1.1430338919270948,1.1971346020542604,0.426597608007738,0.44831522807445845,1.0870032786883366
7558,DWLS,6,400,4,1.0723175275147052,1.1609319434241003,0.4264632930606582,0.4382022207096284,1.0186783793022562
7559,DWLS,6,400,4,1.4339625426007454,0.3078975598620706,0.4265976080077283,0.44468384054573845,0.7671848381341863
7560,DWLS,6,400,4,1.5370045492956654,1.0319336365675509,0.4212138622630285,0.4467025641177985,1.2705101281597666
7561,DWLS,6,400,4,1.5399755469125052,0.7775234455487605,0.42646329306066794,0.44383052330315836,0.8160907035290661
7562,DWLS,6,400,4,1.7495134680229354,0.9944974480858904,0.4259258906543384,0.4481361446466686,1.5034403856464762
7563,DWLS,6,400,4,1.1092217575294752,1.4119098663947807,0.4262394031271585,0.43531083003418847,1.2344352616290162
7564,DWLS,6,400,4,1.3987970353023953,1.3708996116824805,0.4103772700200681,0.44670256411780823,1.455344681503036
7565,DWLS,6,400,4,1.2685698208750948,0.7045571084075206,0.4047874550709693,0.44759874224031826,1.0797984613110663
7566,DWLS,6,400,4,1.2600446071487352,0.9852599258920305,0.41783736359318896,0.4446838405457079,1.1666582738699063
7567,DWLS,6,400,4,0.982373553131255,0.33538406816471034,0.42659760800771857,0.44719554061393857,1.4605265931059264
7568,DWLS,6,400,4,1.2370524280001953,1.1044088795557307,0.42377399623212825,0.44759874224029883,1.0856449980656164
7569,DWLS,6,400,4,1.5819800950664251,0.6366497708957406,0.42664237648846887,0.44827045959370815,1.1929454188131765
7570,DWLS,6,400,4,0.7559830488551654,1.7487942738357305,0.42377399623211853,0.447598742240328,1.3706583591227561
7571,DWLS,6,400,4,1.2679392029900454,1.3254711859980304,0.4005903308566691,0.4481361446466589,1.1717618300001162
7572,DWLS,6,400,4,0.31793729976308527,0.7982398685443808,0.4255226890279684,0.44759874224030854,1.192047626755406
7573,DWLS,6,400,4,0.8388077492267652,1.2740497212463107,0.4259258906543481,0.4176853380926285,1.0709646739310963
7574,DWLS,6,400,4,1.4201628349260456,1.0580105914992304,0.42646329306066794,0.4454468478180887,1.1918127681349562
7575,DWLS,6,400,4,1.2488307177162956,0.9773075223948303,0.42646329306068875,0.4471955406139483,0.9199472590622065
7576,DWLS,6,400,4,1.2306820857718552,0.7458234064243209,0.42301098895972805,0.4461197078818091,1.1353007730577667
7577,DWLS,6,400,4,1.430233497166685,0.9788054821908705,0.4262394031271488,0.4467025641177985,1.1637310653975366
7578,DWLS,6,400,4,1.729631052196265,0.31376996981002037,0.42502971253182836,0.4467025641177985,1.390338624198826
7579,DWLS,6,400,4,1.4597813875514052,1.2969422718458108,0.4264632930606582,0.4461197078818091,1.0150670475589263
7580,DWLS,6,400,4,1.2044735565227151,1.2338763129793804,0.4250297125318381,0.4368025262925679,1.4262190127137566
7581,DWLS,6,400,4,0.628237013191725,1.0578439213837505,0.426597608007738,0.4200220949683989,1.185424966410896
7582,DWLS,6,400,4,1.3556060244301449,1.2706063825080307,0.42502971253182836,0.43951021517918826,1.411917167933066
7583,DWLS,6,400,4,1.3912656123130454,1.8945508236481505,0.4120539579324192,0.4467025641177985,1.6857496014714466
7584,DWLS,6,400,4,1.0394152343449155,1.1261981201437503,0.42659760800771857,0.44813614464667834,1.6717674841462562
7585,DWLS,6,400,4,0.9641592616950454,0.3829359385597905,0.4190539396741591,0.44831522807445845,1.145907272106126
7586,DWLS,6,400,4,1.107799017082045,1.3738602493017307,0.4237739962321088,0.4461197078818091,1.4443847253841264
7587,DWLS,6,400,4,1.376237087918135,1.3868750411298505,0.4201793587645483,0.4471955406139483,1.439586969489496
7588,DWLS,6,400,4,0.9994897353027055,0.7802319793266503,0.4103772700201083,0.43205012160606876,1.1599692806253261
7589,DWLS,6,400,4,0.8493385684771849,1.1919121739604208,0.4259258906543384,0.44719554061392885,1.373444081507126
7590,DWLS,6,400,4,1.3474408920014052,1.7754082752366205,0.4165293691236388,0.44383052330314865,1.445850809441486
7591,DWLS,6,400,4,1.3053950512933552,1.9244377896546605,0.4266423764884883,0.4479122547131384,1.200095071660956
7592,DWLS,6,400,4,1.1264586174447353,1.0520286712631604,0.4221576717171979,0.43372680951835885,1.032507610221036
7593,DWLS,6,400,4,1.4241025343130154,1.4860412455164205,0.4262394031271488,0.4481361446466284,1.3098543757522965
7594,DWLS,6,400,4,1.5233633483745352,0.6657235972188403,0.42444685629581813,0.4395102151792091,1.3197105518899064
7595,DWLS,6,400,4,1.0925573708097351,0.872971348419531,0.4265976080077283,0.44719554061393857,1.260236614466076
7596,DWLS,6,400,4,1.1942712161022848,0.8856583039784905,0.4265976080077283,0.4467025641177985,1.2360335149245367
7597,DWLS,6,400,4,0.8183425329443349,1.2301465023957805,0.4190539396741383,0.43820222070959786,1.5504279093266766
7598,DWLS,6,400,4,1.0464845305160952,1.1814487415429404,0.3983492433823885,0.44719554061393857,1.0323870697581963
7599,DWLS,6,400,4,0.8577217633026053,0.4866063215508303,0.42623940312716824,0.44831522807445845,0.9787831731555862
7600,DWLS,6,400,4,1.0107491900474552,1.0967144740846404,0.4190539396741286,0.4475987422403488,1.2854068165652162
7601,DWLS,8,400,4,0.5590397018329849,1.3947814745619906,0.4190539396741591,0.4481361446466478,1.2746944001873262
7602,DWLS,8,400,4,1.1013948432610852,0.9631167268643305,0.42444685629581813,0.4471955406139691,1.2430420154539163
7603,DWLS,8,400,4,1.225032433787985,1.3196767010866406,0.4250297125318381,0.44827045959371786,1.2025409616099665
7604,DWLS,8,400,4,0.6017487725344051,1.7252332252949705,0.4190539396741286,0.44670256411780823,0.997412738291116
7605,DWLS,8,400,4,1.149029374696675,1.1019519087905605,0.426239403127128,0.4461197078818091,1.3248275452905363
7606,DWLS,8,400,4,1.274391479806275,0.7181856379435705,0.40860755063491794,0.4467025641177985,1.2243715936319863
7607,DWLS,8,400,4,1.1108207009005153,1.0159339792037105,0.4250297125318381,0.4100957563916291,1.7745571082835059
7608,DWLS,8,400,4,1.3561627044469753,0.7995604265455009,0.42215767171715907,0.4481361446466381,1.1260986262371764
7609,DWLS,8,400,4,1.140542486021895,1.2968082998713006,0.42377399623211853,0.44288671384900835,1.2568494014513063
7610,DWLS,8,400,4,1.3335460138620352,0.9565036741296405,0.4221576717171688,0.44288671384899864,1.533622196760296
7611,DWLS,8,400,4,1.4577149718078755,1.2950809599142805,0.426239403127128,0.4479122547131481,1.5680469289424965
7612,DWLS,8,400,4,0.9058278982349053,1.6759458097371207,0.4221576717171688,0.43531083003415794,1.3899819511680165
7613,DWLS,8,400,4,1.2891495371488455,1.1374173819314604,0.40273624392837826,0.440726791260139,1.1303757202671163
7614,DWLS,8,400,4,1.437571261093895,0.7479907601304008,0.41363797844818917,0.44288671384899864,1.7253684737554662
7615,DWLS,8,400,4,1.4220448661787752,0.9610124524226903,0.4103772700201083,0.44719554061393857,1.290475338214176
7616,DWLS,8,400,4,1.3459963062135551,1.1393963468908703,0.40273624392836854,0.4454468478180887,1.205260204360286
7617,DWLS,8,400,4,0.7398028803030352,0.28474195115685064,0.4212138622630285,0.448315228074439,0.986212101167476
7618,DWLS,8,400,4,1.131108386984115,0.7001450006113907,0.4262394031271488,0.4479122547131384,0.9959725120074161
7619,DWLS,8,400,4,0.9256016196298449,0.9819099129890305,0.42121386226301877,0.446119707881798,1.3407867692186763
7620,DWLS,8,400,4,1.2055435167990451,1.1058150605465007,0.4221576717171688,0.4479122547131384,1.5659344516617262
7621,DWLS,8,400,4,1.0062340829771552,0.36854755474055034,0.4255226890279684,0.4481361446466284,1.095852660351506
7622,DWLS,8,400,4,0.8007138627541155,0.8368197107173805,0.426239403127128,0.447195540613958,1.213356960798096
7623,DWLS,8,400,4,1.807959444164215,1.0702223057956304,0.42552268902793927,0.4446838405457079,1.4543928971690365
7624,DWLS,8,400,4,1.100780236274105,1.6107017412054405,0.4120539579324081,0.4382022207096187,1.5722258341942665
7625,DWLS,8,400,4,0.7177399153305051,1.2919100623195705,0.4259258906543592,0.447195540613958,1.258284072327126
7626,DWLS,8,400,4,1.7201308294268352,1.4235001529335904,0.4262394031271585,0.4438305233031778,1.4655717074061763
7627,DWLS,8,400,4,0.7669093242772651,0.1347262813639609,0.4259258906543384,0.44288671384900835,0.9294567334656563
7628,DWLS,8,400,4,1.299335838483455,0.5740589909368404,0.4255226890279684,0.4320501216060979,1.3287226335979265
7629,DWLS,8,400,4,0.4861980267655955,0.9664989421449208,0.42659760800771857,0.44670256411782905,1.2147928956384861
7630,DWLS,8,400,4,1.7970614427036353,0.9571798129854105,0.42552268902797813,0.44827045959371786,1.1245897104704763
7631,DWLS,8,400,4,0.7757415190150351,1.2817827245188005,0.4067444145351082,0.41525239397306873,1.1517318358225461
7632,DWLS,8,400,4,1.3392176477789854,1.0558225158496608,0.4259258906543592,0.43951021517916883,1.4447137348121566
7633,DWLS,8,400,4,1.1868519718369552,1.1578267660994208,0.4259258906543592,0.4481361446466478,1.3168712178093962
7634,DWLS,8,400,4,1.107362617290185,1.0208876350340907,0.42301098895974887,0.4454468478180984,1.604463912501556
7635,DWLS,8,400,4,1.5613801803583252,0.9537630107539108,0.42377399623211853,0.43205012160606876,1.3107421348654766
7636,DWLS,8,400,4,0.9145559069391053,1.4011250512798306,0.4259258906543287,0.44185221035051847,1.4520018971413862
7637,DWLS,8,400,4,0.9348271299642954,1.3702394552173307,0.419053939674148,0.4418522103505379,1.341859480473126
7638,DWLS,8,400,4,0.6723059682780752,1.1659958558535903,0.426597608007738,0.44670256411781795,1.144116228269816
7639,DWLS,8,400,4,1.1417872750439255,0.6316788639786408,0.42552268902797813,0.4428867138489778,1.5821150712659966
7640,DWLS,8,400,4,0.874223307499275,0.7095516446078608,0.4259258906543287,0.44759874224030854,1.490260722891986
7641,DWLS,8,400,4,1.3796595727013652,0.7532691887658504,0.4255226890279684,0.4479122547131384,1.5397972356668863
7642,DWLS,8,400,4,0.9918712489194653,0.9327269302252208,0.42664237648845915,0.44719554061393857,1.2382238411180162
7643,DWLS,8,400,4,0.9284396065875049,0.8323295612331604,0.4120539579323887,0.4454468478180984,1.363474902956506
7644,DWLS,8,400,4,0.23341745125976532,0.8022824833455205,0.3983492433823982,0.4481361446466589,1.1370434140740564
7645,DWLS,8,400,4,1.3616005067403152,0.8396409126538704,0.42502971253182836,0.43951021517918826,1.2170022798444862
7646,DWLS,8,400,4,1.521441459773505,1.1186994119408502,0.419053939674148,0.4454468478180984,1.2252207351038165
7647,DWLS,8,400,4,0.790485568188825,0.6497357731523004,0.4264632930606582,0.447598742240328,0.9430773775608365
7648,DWLS,8,400,4,0.9587761103836051,1.1515955781090708,0.4250297125318492,0.44719554061392885,1.3617621100967265
7649,DWLS,8,400,4,1.166351124217755,1.4022043004239007,0.4250297125318381,0.44185221035051847,1.4056890027425661
7650,DWLS,8,400,4,1.7293191290435952,1.2803254124364907,0.42121386226301877,0.446119707881798,1.5640310232968566
7651,DWLS,8,400,4,1.1060945951691554,1.0616868471330907,0.4250297125318381,0.44072679126010844,1.293350974272106
7652,DWLS,8,400,4,0.8353573907545653,1.1481528770370701,0.4264632930606582,0.44670256411783876,0.9755190872571262
7653,DWLS,8,400,4,1.4935827997338156,0.9193710678651407,0.42623940312716824,0.44670256411781795,1.6256350843918763
7654,DWLS,8,400,4,1.106886691775215,0.6792801500061306,0.426597608007738,0.44288671384902917,1.5195521402684264
7655,DWLS,8,400,4,1.6830085062967952,0.9558372767309607,0.42502971253182836,0.4481361446466478,1.5654533337165661
7656,DWLS,8,400,4,0.7935875136778854,1.3812769785979708,0.42121386226300905,0.4446838405457079,1.5084534284631759
7657,DWLS,8,400,4,0.601750251227845,0.9436388427611304,0.42659760800771857,0.4320501216060785,1.3749052279393061
7658,DWLS,8,400,4,1.1798846846499254,1.1203770179992607,0.4259258906543689,0.44719554061393857,1.425100229857986
7659,DWLS,8,400,4,1.4691220202851754,0.9984011999737807,0.4259258906543384,0.4438305233031681,1.698093917401036
7660,DWLS,8,400,4,0.5748422806703748,0.15838946273590074,0.426597608007738,0.4382022207096284,1.4874404477895662
7661,DWLS,8,400,4,0.37290989292830534,1.1383368593485605,0.42659760800771857,0.4461197078817883,1.321260826572776
7662,DWLS,8,400,4,1.574502885955345,0.7647831598551604,0.4230109889597586,0.44383052330315836,1.3632709116032962
7663,DWLS,8,400,4,1.0777977781520252,0.7637838912705003,0.42301098895972805,0.4479122547131287,1.019492404470556
7664,DWLS,8,400,4,0.603483451066205,0.9732119309111207,0.42444685629581813,0.4481361446466686,1.2173626886104065
7665,DWLS,8,400,4,1.2395173434875055,1.4217095539453808,0.4266423764884786,0.44813614464667834,1.140580229655306
7666,DWLS,8,400,4,0.8260977751796954,0.6686171121933107,0.42502971253182836,0.4471955406139483,0.8652379914299464
7667,DWLS,8,400,4,1.380112479973105,1.3398144111889505,0.42646329306066794,0.4446838405457079,1.6755084145026662
7668,DWLS,8,400,4,1.0075766081676354,0.9719647195696506,0.4178373635931987,0.4353108300341982,1.1535695533175863
7669,DWLS,8,400,4,1.0215688688557254,1.0383573653412803,0.4259258906543481,0.43680252629255817,1.1093149969402762
7670,DWLS,8,400,4,1.3314632150682155,1.3816093424768405,0.4190539396741286,0.4461197078817883,1.0770585449287766
7671,DWLS,8,400,4,1.527673597222675,0.5646525229859602,0.4262394031271391,0.44072679126011816,1.0722016414669162
7672,DWLS,8,400,4,1.227122570874755,0.7468331005525207,0.42301098895972805,0.4475987422403391,1.0493225895754659
7673,DWLS,8,400,4,0.5530969227781353,1.3521009710855907,0.4259258906543287,0.44719554061392885,1.4728952312224362
7674,DWLS,8,400,4,0.8827462898654749,0.6489882723553407,0.42301098895973915,0.44827045959370815,1.023010873317736
7675,DWLS,8,400,4,0.6399691596444351,1.3715230475493205,0.4250297125318381,0.4446838405457079,1.2736924451831764
7676,DWLS,8,400,4,0.9768248547935052,0.9919762345654504,0.4265976080077283,0.44813614464661866,1.135079311826516
7677,DWLS,8,400,4,1.3081542902546448,1.0143858876023002,0.4262394031271391,0.44468384054573845,1.3687434540769163
7678,DWLS,8,400,4,1.1948596281507553,1.0322464700893708,0.42659760800771857,0.44759874224029883,1.270333169261846
7679,DWLS,8,400,4,0.9283571580505954,1.2472812811144305,0.3856980583467881,0.4368025262925679,1.393612553467556
7680,DWLS,8,400,4,0.17924738621776515,1.0444493254590208,0.42377399623212825,0.44670256411781795,0.9077717196857661
7681,DWLS,8,400,4,0.773752921127615,0.8933457066805608,0.4221576717171785,0.4438305233031778,0.8987603017571664
7682,DWLS,8,400,4,0.25660212098793517,0.5624276580465006,0.4250297125318381,0.4461197078818091,1.480717737925246
7683,DWLS,8,400,4,1.4201672071925555,1.1485415238985108,0.4212138622630285,0.44383052330313894,1.2259154891592863
7684,DWLS,8,400,4,0.9526193130519951,0.7822712831489109,0.42377399623212825,0.447195540613958,1.6202696952588163
7685,DWLS,8,400,4,1.8652140301796052,0.3394948987954505,0.4259258906543592,0.43820222070960896,1.2733960019711963
7686,DWLS,8,400,4,1.7526625126408748,0.9707455930840408,0.4237739962321088,0.44072679126012787,1.4859281432628366
7687,DWLS,8,400,4,1.1663716458082654,0.9181100781363506,0.4221576717171785,0.4461197078818091,1.3365897518670364
7688,DWLS,8,400,4,1.1692259512581848,1.1182226094915502,0.42502971253181865,0.4222631824426684,0.976057359558926
7689,DWLS,8,400,4,1.113172870153825,1.1657594062004006,0.4244468562958084,0.44288671384901807,1.3428372811716265
7690,DWLS,8,400,4,0.8813278596485153,0.4151966972964404,0.42301098895973915,0.44831522807445845,0.9831091851107664
7691,DWLS,8,400,4,0.7536515609928552,1.5319396416841404,0.42552268902797813,0.4479122547131287,1.5315715284201261
7692,DWLS,8,400,4,0.9316345212310055,1.0681080022542506,0.4262394031271488,0.4479122547131384,1.312949551093856
7693,DWLS,8,400,4,1.4865152468795253,1.287815975768391,0.4259258906543384,0.4467025641177985,1.860738640181516
7694,DWLS,8,400,4,1.1288863315244548,1.5075997804373305,0.4266423764884786,0.43205012160605905,1.1978284248716164
7695,DWLS,8,400,4,0.522159114266265,0.8632692772715709,0.40478745507099845,0.447195540613958,1.1767344081357864
7696,DWLS,8,400,4,1.6147564902653253,0.3359807832993805,0.42659760800771857,0.4481361446466381,1.211259357651076
7697,DWLS,8,400,4,0.6801080492393051,0.9979832034594703,0.41783736359318896,0.4481361446466589,1.5700564866447866
7698,DWLS,8,400,4,0.5920854077302855,1.0421809470985006,0.4178373635932084,0.44670256411780823,1.4189597117171062
7699,DWLS,8,400,4,1.3015649113623455,1.2141248818064603,0.4221576717171882,0.4481361446466589,0.7962538378521165
7700,DWLS,8,400,4,1.3542299628531755,0.3654507583012008,0.4259258906543481,0.43372680951836856,0.8359392074637262
7701,DWLS,8,400,4,0.6821016731475948,0.9262144243139203,0.42552268902798923,0.44383052330315836,1.381183963751356
7702,DWLS,8,400,4,1.4992519410929348,1.2031628256239109,0.42552268902797813,0.44288671384899864,1.109230005729736
7703,DWLS,8,400,4,0.781245407348935,0.9811001195064006,0.40059033085667883,0.43820222070960896,1.5590195851977566
7704,DWLS,8,400,4,0.488357932344035,1.1653120769309904,0.42444685629582923,0.43531083003417875,0.890205665301496
7705,DWLS,8,400,4,0.44863621481096505,0.6254593126136403,0.42017935876456913,0.44544684781811783,0.8932965105369166
7706,DWLS,8,400,4,1.365115537991505,1.1079906708912006,0.39834924338237876,0.4454468478180887,1.2671932345561263
7707,DWLS,8,400,4,1.022970070186035,1.3875052880805105,0.4244468562958084,0.44759874224031826,1.3154914970830565
7708,DWLS,8,400,4,0.8850619533889652,1.2124786279493607,0.4221576717171688,0.44831522807445845,1.4965579634233062
7709,DWLS,8,400,4,1.1958025992192554,0.5822517657665505,0.4190539396741591,0.44670256411782905,1.1353484972479364
7710,DWLS,8,400,4,1.3192745284567549,1.014348780713851,0.4237739962321088,0.4446838405456982,1.0690824586195364
7711,DWLS,8,400,4,0.8987807848909353,1.6155522550084505,0.419053939674148,0.4471955406139691,1.2010029201341366
7712,DWLS,8,400,4,1.228388728633245,0.6478404602626207,0.41512967470655887,0.4481361446466284,1.3462834421691765
7713,DWLS,8,400,4,0.7134352067470755,1.6989190879846505,0.4266423764884883,0.44611970788177857,1.0711383482785164
7714,DWLS,8,400,4,1.4466214928058254,1.1371899988595806,0.42646329306067904,0.447195540613958,1.575619843582006
7715,DWLS,8,400,4,1.3149010048431053,1.4358187968955205,0.4221576717171882,0.43951021517919797,1.178116861333836
7716,DWLS,8,400,4,1.054854067290075,0.9638776011678306,0.42646329306067904,0.4302804022209186,1.563124554627416
7717,DWLS,8,400,4,0.988515666689975,0.9617603495482803,0.4259258906543592,0.44383052330313894,1.3916057792409064
7718,DWLS,8,400,4,0.8963052135277754,0.7082983631605102,0.42301098895974887,0.4382022207096187,1.6398685790743766
7719,DWLS,8,400,4,1.3377150472308454,0.8947432018388004,0.42301098895971834,0.4481361446466589,0.9742788454703561
7720,DWLS,8,400,4,0.9505203432113751,0.11700130455022037,0.42301098895972805,0.4337268095183991,1.2144794629900764
7721,DWLS,8,400,4,1.345055816439835,1.3176613576982008,0.4237739962321088,0.4481361446466478,1.6132556336147261
